number|headword|en|ru|tk
1025|本来|original; originally; in the first place|изначальный; первоначально; вообще-то|asyl; ilkibaşda; aslynda
1026|笨|stupid; clumsy|глупый; неуклюжий|samsyk; tagaşyksyz
1027|鼻子|nose|нос|burun
1028|笔试|take a written examination|сдавать письменный экзамен|ýazuw synagyny tabşyrmak
1029|毕业|graduate; complete a course of study|оканчивать учебное заведение|okuwy tamamlamak; uçurym bolmak
1030|毕业生|graduate|выпускник|uçurym
1031|便于|be convenient for; facilitate|быть удобным для; облегчать|amatly bolmak; aňsatlaşdyrmak
1032|标准|standard; criterion; standardised|стандарт; критерий; стандартный|standart; ölçeg; standartlaşdyrylan
1033|表|watch; table; form; express|часы; таблица; бланк; выражать|sagat; tablisa; blank; beýan etmek
1034|表格|table; form|таблица; бланк|tablisa; blank
1035|表示|express; indicate|выражать; показывать; означать|beýan etmek; görkezmek; aňlatmak
1036|表现|display; perform; show one's qualities|проявлять; показывать себя; выступать|ýüze çykarmak; özüni görkezmek
1037|表扬|praise; commend|хвалить; одобрительно отмечать|öwmek; taryplamak
1038|饼干|biscuit; cookie|печенье|köke
1039|并|combine; also; and; at all (with a negative)|объединять; также; и; вовсе (с отрицанием)|birleşdirmek; hem; we; asla (inkär bilen)
1040|并且|and; moreover|и; притом; к тому же|we; üstesine-de
1041|播放|play (a recording); broadcast|воспроизводить запись; транслировать|ýazgyny goýmak; ýaýlyma bermek
1042|博士|doctor; holder of a doctorate|доктор наук; обладатель докторской степени|ylmy doktor; doktorlyk derejesiniň eýesi
1043|不必|need not; it is unnecessary to|не нужно; нет необходимости|gerek däl; zerur däl
1044|不便|inconvenient; not suitable to|неудобный; затруднительно|amatsyz; oňaýsyz
1045|不断|continue without stopping; constantly|не прекращаться; непрерывно|kesilmän dowam etmek; üznüksiz
1046|不够|not enough; insufficiently|недостаточно; не хватать|ýeterlik däl; ýetmezlik
1047|不过|however; but; merely|однако; но; всего лишь|emma; ýöne; bary-ýogy
1048|不论|regardless of; no matter|независимо от; неважно|garamazdan; tapawudy ýok
1049|步|step; pace|шаг|ädim
1050|部|part; department; measure word for works and vehicles|часть; отдел; счётное слово для произведений и транспорта|bölek; bölüm; eserler we ulaglar üçin sanaw sözi
1051|不得不|have no choice but to; must|быть вынужденным; не мочь не|mejbur bolmak; etmän bilmezlik
1052|部分|part; section|часть; раздел|bölek; bölüm
1053|不管|no matter; regardless of|несмотря на; независимо от|garamazdan; tapawudy bolmazdan
1054|不光|not only|не только|diňe bir däl
1055|不仅|not only|не только|diňe bir däl
1056|不满|dissatisfied; discontented|недовольный; неудовлетворённый|närazy; kanagatlanmaýan
1057|部门|department; division|отдел; ведомство; подразделение|bölüm; edara
1058|不如|not as good as; better to|уступать; не так хорош, как; лучше бы|derejesine ýetmezlik; gowusy
1059|擦|wipe; rub|вытирать; тереть|süpürmek; sürtmek
1060|猜|guess|угадывать; предполагать|çaklamak; çak edip tapmak
1061|材料|material; information; ingredients|материал; данные; ингредиенты|material; maglumat; gerekli önümler
1062|参观|visit; tour (a place)|посещать; осматривать|baryp görmek; aýlanyp görmek
1063|参赛|enter a competition; compete|участвовать в соревновании|ýaryşa gatnaşmak
1064|餐厅|restaurant; dining hall|ресторан; столовая|restoran; naharhana
1065|操场|school playground; sports field|школьная площадка; спортивная площадка|mekdep meýdançasy; sport meýdançasy
1066|厕所|toilet; restroom|туалет|hajathana
1067|查看|check; inspect; look at|проверять; просматривать|barlamak; gözden geçirmek
1068|茶叶|tea leaves|чайный лист; заварка|çaý ýapragy; gury çaý
1069|查找|search for; look up|разыскивать; искать сведения|gözlemek; maglumat gözläp tapmak
1070|差点儿|almost; nearly; slightly inferior|чуть не; почти; немного хуже|tas; diýen ýaly; biraz pes
1071|产生|produce; arise; come into being|порождать; возникать|döretmek; ýüze çykmak
1072|厂|factory|завод; фабрика|zawod; kärhana
1073|场|measure word for events, matches and performances|счётное слово для событий, матчей и представлений|wakalar, oýunlar we çykyşlar üçin sanaw sözi
1074|超过|exceed; surpass; overtake|превышать; превосходить; обгонять|aşmak; öňe geçmek
1075|车速|vehicle speed|скорость автомобиля|ulagyň tizligi
1076|车位|parking space|парковочное место|ulag duralgasyndaky orun
1077|城|city; town|город|şäher
1078|乘1|ride; take (transport)|ехать на; пользоваться транспортом|ulag bilen gitmek; ulaga münmek
1079|成功|succeed; successful|достигать успеха; успешный|üstünlik gazanmak; üstünlikli
1080|乘客|passenger|пассажир|ýolagçy
1081|诚实|honest; truthful|честный; правдивый|dogruçyl; ak ýürekli
1082|成为|become|становиться|bolmak; öwrülmek
1083|乘坐|travel by; ride (transport)|ехать на; пользоваться транспортом|ulag bilen gitmek; münmek
1084|吃惊|be surprised; be startled|удивляться; поражаться|geň galmak; haýran galmak
1085|迟|late; slow|поздний; запоздалый; медленный|giç; haýal
1086|重|again; repeat|снова; повторять|gaýtadan; gaýtalamak
1087|重新|again; anew|заново; снова|täzeden; gaýtadan
1088|出差|go on a business trip|ехать в командировку|iş saparyna gitmek
1089|出口|exit; export|выход; экспортировать|çykyş; eksport etmek
1090|出现|appear; emerge|появляться; возникать|peýda bolmak; ýüze çykmak
1091|出行|travel; go out|отправляться в путь; совершать поездку|ýola çykmak; sapara gitmek
1092|出租|rent out; let|сдавать в аренду|kireýine bermek
1093|厨房|kitchen|кухня|aşhana
1094|厨师|cook; chef|повар|aşpez
1095|窗|window|окно|penjire
1096|窗户|window|окно|penjire
1097|吹|blow; play a wind instrument|дуть; играть на духовом инструменте|üflemek; üflenýän saz guralyny çalmak
1098|词语|word; expression|слово; выражение|söz; söz düzümi
1099|此|this|этот; данный|bu; şu
1100|此次|this time; on this occasion|на этот раз; в данном случае|bu gezek; şu gezek
1101|此外|besides; in addition|кроме того; помимо этого|mundan başga-da
1102|从此|from then on; from now on|с тех пор; отныне|şondan bäri; mundan beýläk
1103|从来|always; ever (often with a negative)|всегда; когда-либо (часто с отрицанием)|hemişe; hiç haçan (inkär bilen)
1104|从中|from among; from it|из этого; среди этого|şundan; arasyndan
1105|粗|thick; coarse; rough|толстый; грубый; крупный|ýogyn; gödek; iri
1106|粗心|careless; inattentive|небрежный; невнимательный|ünssüz; geleňsiz
1107|村|village|деревня; село|oba
1108|存|store; keep; deposit; exist|хранить; откладывать; вносить на счёт; существовать|saklamak; toplamak; hasaba goýmak; bar bolmak
1109|错过|miss (an opportunity or event)|упустить; пропустить|sypdyrmak; elden gidermek
1110|错误|wrong; mistake; error|ошибочный; ошибка|ýalňyş; ýalňyşlyk
1111|答应|agree; promise; respond|соглашаться; обещать; откликаться|razy bolmak; söz bermek; seslenmek
1112|答|answer; reply|отвечать|jogap bermek
1113|答案|answer; solution|ответ; решение|jogap; çözgüt
1114|达到|reach; attain|достигать|ýetmek; gazanmak
1115|打招呼|greet; say hello; notify|здороваться; приветствовать; предупреждать|salamlaşmak; habar bermek
1116|打败|defeat; beat|побеждать; разбивать противника|ýeňmek; ýeňlişe sezewar etmek
1117|打工|work for wages; take a temporary job|работать по найму; подрабатывать|hakyna işlemek; goşmaça işlemek
1118|打扰|disturb; bother|беспокоить; мешать|biynjalyk etmek; päsgel bermek
1119|打印|print (with a printer)|печатать на принтере|printerde çap etmek
1120|打印机|printer|принтер|printer
1121|打折|give a discount; sell at a discount|делать скидку; продавать со скидкой|arzanlatmak; arzan bahadan satmak
1122|打针|give or receive an injection|делать укол; получать укол|sanjym etmek; sanjym almak
1123|大巴|coach; large bus|междугородний автобус; большой автобус|uly awtobus; şäherara awtobus
1124|大大|greatly; considerably|значительно; в большой степени|ep-esli; örän köp
1125|大夫|doctor; physician|врач|lukman
1126|大量|a large amount of; numerous|большое количество; многочисленный|köp mukdarda; köpsanly
1127|大赛|major competition; tournament|крупное соревнование; турнир|uly ýaryş; bäsleşik
1128|大厅|hall; lobby|большой зал; холл|uly zal; kabulhana
1129|大约|approximately; probably|примерно; приблизительно; вероятно|takmynan; ähtimal
1130|大自然|nature; the natural world|природа|tebigat
1131|待|stay; remain|оставаться; находиться|galmak; bolmak
1132|戴|wear; put on (accessories)|носить; надевать (аксессуары)|dakynmak; geýmek (başgap ýaly zatlar)
1133|袋子|bag; sack|пакет; мешок|halta; torba
1134|单位|unit; workplace; organisation|единица; учреждение; место работы|birlik; edara; iş ýeri
1135|当|serve as; be; when|быть кем-либо; работать кем-либо; когда|bolup işlemek; bolmak; wagtynda
1136|当时|at that time; then|в то время; тогда|şol wagt; şonda
1137|刀|knife|нож|pyçak
1138|导游|tour guide; guide a tour|экскурсовод; проводить экскурсию|syýahat ýolbeledi; gezelençde ýol görkezmek
1139|倒|pour; reverse; on the contrary|наливать; двигаться назад; напротив|guýmak; yza hereket etmek; tersine
1140|道|road; way; measure word for courses, questions and lines|дорога; путь; счётное слово для блюд, вопросов и линий|ýol; ugur; naharlar, soraglar we çyzyklar üçin sanaw sözi
1141|到底|after all; in the end; on earth (emphasis)|в конце концов; всё-таки; же (усиление вопроса)|ahyrynda; ahyrsoňy; aslynda
1142|到来|arrive; come|прибывать; наступать|gelmek; ýetip gelmek
1143|道路|road; path|дорога; путь|ýol
1144|道歉|apologise|извиняться|ötünç soramak
1145|得意|pleased with oneself; proud|довольный собой; гордый|özünden hoşal; buýsançly
1146|登机|board a plane|садиться в самолёт|uçara münmek
1147|等2|and so on; etc.; class; grade|и так далее; и другие; разряд; класс|we ş.m.; we beýlekiler; dereje
1148|等到|by the time; when; until|когда; к тому времени как; дождавшись|çenli; wagty gelende
1149|低|low; lower; bend down|низкий; опускать; склонять|pes; peseltmek; egmek
1150|低价|low price|низкая цена|arzan baha
1151|低温|low temperature|низкая температура|pes temperatura
1152|低于|be lower than; fall below|быть ниже; уступать по величине|pes bolmak; aşak düşmek
1153|底|bottom; base; end|дно; основание; конец|düýp; esas; ahyr
1154|底下|underneath; below|внизу; под|aşakda; aşagynda
1155|地球|Earth; the globe|Земля; земной шар|Ýer; Ýer togalagy
1156|地址|address|адрес|salgy
1157|点名|call the roll; name someone|проводить перекличку; называть по имени|sanaw boýunça atlary okamak; adyny tutmak
1158|点头|nod|кивать головой|baş atmak
1159|电动车|electric vehicle; electric scooter or bicycle|электромобиль; электроскутер; электровелосипед|elektrik ulag; elektrik welosiped
1160|电视剧|television drama; TV series|телесериал|teleserial
1161|掉|fall; drop; lose; come off|падать; ронять; терять; отпадать|gaçmak; gaçyrmak; ýitirmek; gopmak
1162|调查|investigate; conduct a survey|расследовать; проводить опрос|derňemek; barlag geçirmek; pikir soraşmak
1163|订|order; book; subscribe|заказывать; бронировать; подписываться|sargyt etmek; öňünden ýer bellemek; abuna bolmak
1164|定|decide; fix; settle|определять; устанавливать; решать|kesgitlemek; bellemek; çözmek
1165|东部|eastern part; the east|восточная часть; восток|gündogar bölegi; gündogar
1166|动车|multiple-unit train; high-speed train|моторвагонный поезд; скоростной поезд|motorly otly; çalt otly
1167|动作|movement; action|движение; действие|hereket
1168|读者|reader|читатель|okyjy
1169|堵车|be stuck in traffic; have a traffic jam|стоять в пробке; возникать затору|ulag dyknyşygynda galmak; ulag dyknyşygy bolmak
1170|度假|take a holiday; vacation|проводить отпуск|dynç alyş geçirmek
1171|肚子|belly; stomach|живот|garyn
1172|短信|text message; SMS|текстовое сообщение; СМС|gysga hat; SMS
1173|队|team; group; line|команда; отряд; очередь|topar; hatar
1174|对方|the other party; the other person|другая сторона; собеседник; противник|beýleki tarap; garşydaş
1175|对面|opposite; across from|напротив; противоположная сторона|garşyda; garşysynda
1176|对于|regarding; with regard to|относительно; по отношению к|barada; babatda
1177|队员|team member|член команды|toparyň agzasy
1178|队长|team leader; captain|капитан; командир отряда|toparyň ýolbaşçysy; kapitan
1179|顿|measure word for meals and bouts of activity; pause|счётное слово для приёмов пищи и действий; останавливаться|nahar iýiş gezekleri we hereketler üçin sanaw sözi; säginmek
1180|多么|how; what a (emphasis)|как; какой (усиление)|nähili; nähili-de (güýçlendirme)
1181|多数|majority; most|большинство|köpüsi; aglabasy
1182|多样|varied; diverse|разнообразный|dürli-dürli; köpdürli
1183|而|and; but; whereas|и; а; но; тогда как|we; emma; bolsa
1184|儿童|children|дети|çagalar
1185|发出|send out; emit; issue|испускать; отправлять; издавать|çykarmak; ibermek; ýaýratmak
1186|发送|send; transmit|отправлять; передавать|ibermek; ugratmak
1187|法|method; law|способ; метод; закон|usul; kanun
1188|法律|law; legislation|право; закон; законодательство|hukuk; kanun; kanunçylyk
1189|翻译|translate; interpret; translator|переводить; переводчик|terjime etmek; terjimeçi
1190|烦|annoyed; annoying; bother|раздражённый; надоедливый; беспокоить|bizar; iriziji; biynjalyk etmek
1191|烦恼|troubled; worried|огорчённый; озабоченный|alada edýän; gamgyn
1192|反对|oppose; object to|противиться; возражать|garşy bolmak; garşy çykmak
1193|方面|aspect; side; field|сторона; аспект; область|tarap; ugur; babat
1194|方式|way; method; manner|способ; метод; манера|usul; ýol; görnüş
1195|房东|landlord; landlady|арендодатель; хозяин сдаваемого жилья|jaý eýesi; jaýy kireýine berýän
1196|房租|rent (for housing)|арендная плата за жильё|jaýyň kireý haky
1197|放弃|give up; abandon|отказываться; оставлять|ýüz öwürmek; taşlamak
1198|放松|relax; loosen|расслабляться; ослаблять|dynç almak; gowşatmak
1199|费|fee; cost; expend|плата; расходы; тратить|töleg; çykdajy; sarp etmek
1200|费用|expenses; cost|расходы; стоимость|çykdajy; harajat
1201|分数|score; mark; fraction|балл; оценка; дробь|bal; baha; drob
1202|分为|divide into; classify as|делить на; подразделять|bölmek; toparlara bölmek
1203|份|portion; share; copy (measure word)|порция; доля; экземпляр|paý; bölek; nusga
1204|丰富|rich; abundant; enrich|богатый; разнообразный; обогащать|baý; bol; baýlaşdyrmak
1205|风景|scenery; landscape|пейзаж; вид|tebigy görnüş; manzara
1206|否则|otherwise; or else|иначе; в противном случае|ýogsam; bolmasa
1207|幅|measure word for pictures and cloth|счётное слово для картин и полотнищ|suratlar we mata bölekleri üçin sanaw sözi
1208|符合|conform to; meet (a standard)|соответствовать; отвечать требованиям|laýyk gelmek; talaby ödemek
1209|付|pay; hand over|платить; передавать|tölemek; tabşyrmak
1210|父母|parents|родители|ene-ata
1211|父女|father and daughter|отец и дочь|kaka bilen gyz
1212|父亲|father|отец|kaka; ata
1213|复印|photocopy|делать ксерокопию|nusgasyny çykarmak
1214|复杂|complicated; complex|сложный; запутанный|çylşyrymly
1215|负责|be responsible for; conscientious|отвечать за; ответственный|jogapkär bolmak; jogapkärli
1216|负责人|person in charge|ответственное лицо; руководитель|jogapkär adam; ýolbaşçy
1217|父子|father and son|отец и сын|kaka bilen ogul
1218|改|change; correct; revise|изменять; исправлять|üýtgetmek; düzetmek
1219|改变|change; alter|изменять; менять|üýtgetmek; üýtgemek
1220|干|dry; dried|сухой; высушенный|gury; guradylan
1221|干杯|cheers!; drink a toast|за здоровье!; пить до дна|saglyk üçin!; bulgury düýbüne çenli içmek
1222|赶|hurry; catch up; drive away|торопиться; догонять; прогонять|howlukmak; yzyndan ýetmek; kowmak
1223|敢|dare; have the courage to|осмеливаться; сметь|milt etmek; ýürek etmek
1224|感|feel; sense; feeling|чувствовать; ощущение|duýmak; duýgy
1225|感动|move emotionally; be touched|трогать; быть растроганным|täsir etmek; tolgundyrmak
1226|赶紧|hurry up; without delay|поскорее; немедленно|tizräk; haýal etmän
1227|感觉|feel; feeling; sensation|чувствовать; ощущение|duýmak; duýgy
1228|赶快|quickly; hurry up|поскорее; быстрее|tizräk; çaltrak
1229|感情|feelings; affection; emotional bond|чувства; привязанность|duýgy; mähir; söýgi
1230|感人|moving; touching|трогательный; волнующий|täsirli; tolgundyryjy
1231|赶上|catch up with; be in time for|догонять; успевать на|yzyndan ýetmek; wagtynda ýetişmek
1232|感受|feel; experience; impression|испытывать; ощущение; впечатление|duýmak; başdan geçirmek; täsir
1233|感谢|thank; be grateful|благодарить|minnetdarlyk bildirmek
1234|干活儿|work; do physical work|работать; трудиться|işlemek; iş etmek
1235|钢琴|piano|фортепиано; пианино|pianino
1236|高价|high price|высокая цена|gymmat baha
1237|高考|national college entrance examination in China|гаокао; вступительный экзамен в вузы Китая|gaokao; Hytaýda ýokary okuw mekdebine giriş synagy
1238|高速|high-speed; expressway|скоростной; высокая скорость; автомагистраль|ýokary tizlikli; çalt hereketli ýol
1239|高温|high temperature|высокая температура|ýokary temperatura
1240|高于|be higher than; exceed|быть выше; превышать|ýokary bolmak; aşmak
1241|胳膊|arm|рука (от плеча до кисти)|gol
1242|歌声|singing voice; sound of singing|пение; звуки песни|aýdym sesi
1243|歌手|singer|певец; певица|aýdymçy
1244|各|each; every; various|каждый; различные|her; dürli
1245|各地|various places; everywhere|разные места; повсюду|dürli ýerler; hemme ýer
1246|各个|each and every|каждый; все по отдельности|her biri
1247|各位|everyone (polite address)|все присутствующие (вежливое обращение)|hemmäňiz; hormatly adamlar (ýüzlenme)
1248|各种|all kinds of; various|всевозможные; различные|dürli görnüşli; dürli-dürli
1249|更加|even more; still further|ещё более; ещё сильнее|has-da; öňküden hem
1250|工厂|factory|завод; фабрика|zawod; fabrika
1251|功夫|skill; effort; time; kung fu|мастерство; труд; время; кунг-фу|ussatlyk; zähmet; wagt; kung-fu
1252|公共|public; communal|общественный; общий|jemgyýetçilik; umumy
1253|功课|schoolwork; lessons|уроки; учебные занятия|okuw işi; sapaklar
1254|公里|kilometre|километр|kilometr
1255|公路|road; highway|шоссе; автодорога|awtomobil ýoly; şaýol
1256|工人|worker|рабочий|işçi
1257|工资|salary; wages|зарплата|aýlyk; iş haky
1258|共|altogether; in common|всего; совместно|jemi; bilelikde
1259|共同|common; shared; together|общий; совместный; вместе|umumy; bilelikdäki; bile
1260|够|be enough; reach|хватать; быть достаточным; доставать|ýeterlik bolmak; ýetmek
1261|购买|purchase; buy|покупать; приобретать|satyn almak
1262|购物|shop; go shopping|делать покупки|söwda etmek; zat satyn almak
1263|估计|estimate; reckon|оценивать приблизительно; предполагать|çaklamak; takmyn etmek
1264|姑娘|girl; young woman|девушка|gyz; ýaş zenan
1265|鼓励|encourage|поощрять; ободрять|höweslendirmek; ruhlandyrmak
1266|顾客|customer|покупатель; клиент|müşderi; alyjy
1267|故意|deliberately; intentionally|намеренно; нарочно|bilgeşleýin; ýörite
1268|挂|hang; suspend; hang up (a call)|вешать; подвешивать; класть трубку|asmak; asylmak; telefony goýmak
1269|关键|key; crucial point|ключевой; главное звено|esasy; möhüm nokat
1270|观看|watch; view|смотреть; наблюдать|synlamak; tomaşa etmek
1271|观众|audience; spectators|зрители; публика|tomaşaçylar
1272|管|manage; look after; control; tube|управлять; ведать; заботиться; труба|dolandyrmak; gözegçilik etmek; turba
1273|管理|manage; administer|управлять; руководить|dolandyrmak; ýolbaşçylyk etmek
1274|光|light; ray; only; used up|свет; луч; только; полностью (об исчерпании)|ýagtylyk; şöhle; diňe; bütinleý gutaran
1275|广播|broadcast; radio broadcast|радиовещание; передача; вещать|radio ýaýlymy; ýaýlyma bermek
1276|广告|advertisement|реклама; объявление|mahabat; bildiriş
1277|逛|stroll; browse; wander around|прогуливаться; бродить по магазинам|aýlanmak; gezmek
1278|规定|stipulate; regulation|устанавливать правила; предписание|düzgün bellemek; düzgün
1279|国籍|nationality; citizenship|гражданство|raýatlyk
1280|国际|international|международный|halkara
1281|果汁|fruit juice|фруктовый сок|miwe şiresi
1282|过程|process; course|процесс; ход событий|hereketiň gidişi; proses
1283|海洋|ocean; seas|океан; моря|umman; deňizler
1284|害羞|shy; feel embarrassed|стесняться; застенчивый|utanmak; utanjaň
1285|寒假|winter vacation|зимние каникулы|gyşky dynç alyş
1286|寒冷|cold; freezing|холодный; студёный|sowuk; aýazly
1287|喊|shout; call out|кричать; окликать|gygyrmak; seslenmek
1288|汗|sweat; perspiration|пот|der
1289|航班|scheduled flight; flight number|авиарейс|uçar gatnawy; awiareýs
1290|好处|advantage; benefit|польза; преимущество|peýda; artykmaçlyk
1291|好好|properly; carefully; well|как следует; хорошенько|gowuja; göwnejaý
1292|好笑|funny; amusing; ridiculous|смешной; забавный|gülkünç; gülküli
1293|合格|qualified; up to standard|соответствующий требованиям; годный|talaba laýyk; ýaramly
1294|盒子|box; case|коробка; футляр|guty; gap
1295|红包|red envelope with gift money; digital cash gift|красный конверт с деньгами; денежный подарок|pul sowgatly gyzyl bukja; pul sowgady
1296|厚|thick (of flat objects)|толстый (о плоских предметах)|galyň
1297|后悔|regret; feel remorse|сожалеть; раскаиваться|ökünmek; puşman etmek
1298|忽然|suddenly|вдруг; внезапно|birden; duýdansyz
1299|互联网|Internet|интернет|internet
1300|护士|nurse|медсестра; медбрат|şepagat uýasy; şepagat işgäri
1301|互相|each other; mutually|друг друга; взаимно|biri-birine; özara
1302|话剧|spoken drama; stage play|драматическая пьеса; спектакль|drama; sahna oýny
1303|怀疑|doubt; suspect|сомневаться; подозревать|şübhelenmek; güman etmek
1304|坏处|disadvantage; harm|недостаток; вред|zyýan; kemçilik
1305|环保|environmental protection; environmentally friendly|охрана окружающей среды; экологичный|daşky gurşawy goramak; ekologiýa taýdan arassa
1306|换乘|transfer; change (transport)|делать пересадку|başga ulaga geçmek; ulag çalyşmak
1307|回复|reply; respond|отвечать; ответ|jogap bermek; jogap
1308|回信|reply to a letter; reply letter|отвечать на письмо; ответное письмо|hata jogap bermek; jogap haty
1309|回忆|recall; memory|вспоминать; воспоминание|ýatlamak; ýatlama
1310|会员|member (of an organisation)|член организации; участник клуба|agza; guramanyň agzasy
1311|活|live; alive; work; flexible|жить; живой; работа; гибкий|ýaşamak; diri; iş; çeýe
1312|活动|activity; event; move about|деятельность; мероприятие; двигаться|işjeňlik; çäre; hereket etmek
1313|活泼|lively; vivacious|живой; подвижный; бойкий|janly; şadyýan; hereketli
1314|火|fire; flame; popular|огонь; пламя; популярный|ot; ýalyn; meşhur
1315|货|goods; merchandise|товар; груз|haryt; ýük
1316|获得|obtain; gain|получать; приобретать|almak; gazanmak
1317|获奖|win an award|получать награду|baýrak almak
1318|获取|acquire; obtain|добывать; получать|edinmek; almak
1319|基本|basic; fundamental|основной; базовый|esasy; düýpli
1320|基本上|basically; on the whole|в основном; в целом|esasan; umuman
1321|基础|foundation; basis|основа; фундамент|esas; binýat
1322|激动|excited; emotionally moved|взволнованный; возбуждённый|tolgunan; joşgunly
1323|积极|positive; active; enthusiastic|положительный; активный|oňyn; işjeň; höwesli
1324|积累|accumulate; build up|накапливать|toplamak; ýygnamak
1325|及时|timely; in time|своевременный; вовремя|wagtynda; öz wagtynda
1326|即使|even if; even though|даже если; даже несмотря на|hatda şeýle bolsa-da
1327|既|both; already; since|и (в парной конструкции); уже; раз уж|hem; eýýäm; sebäbi
1328|寄|mail; send by post|отправлять по почте|poçta bilen ibermek
1329|计划|plan; make plans|план; планировать|meýilnama; meýilleşdirmek
1330|既然|since; now that|поскольку; раз уж|şeýle bolansoň; sebäpli
1331|技术|technology; technique; skill|техника; технология; навык|tehnologiýa; usul; hünär
1332|继续|continue; carry on|продолжать|dowam etmek
1333|记者|journalist; reporter|журналист; корреспондент|žurnalist; habarçy
1334|加班|work overtime|работать сверхурочно|iş wagtyndan daşary işlemek
1335|家具|furniture|мебель|mebel; öý goşlary
1336|加快|speed up; accelerate|ускорять|çaltlandyrmak
1337|加强|strengthen; reinforce|усиливать; укреплять|güýçlendirmek; berkitmek
1338|加入|join; add to|вступать; присоединяться; добавлять|goşulmak; goşmak
1339|加上|add; plus|прибавлять; плюс|üstüne goşmak; goşmak
1340|家庭|family; household|семья; домашнее хозяйство|maşgala; öý hojalygy
1341|家乡|hometown; native place|родные места; родной край|dogduk mekan; doglan ýer
1342|加油|refuel; cheer on; come on!|заправляться; подбадривать; давай!|ýangyç guýmak; goldamak; öňe!
1343|加油站|petrol station; gas station|заправочная станция|ýangyç guýulýan beket
1344|家长|parent; guardian|родитель; опекун|ene-ata; hossar
1345|假|false; fake; pretend|ложный; поддельный; притворяться|ýalan; galp; bolşuna salmak
1346|价格|price|цена|baha
1347|价钱|price; cost|цена; стоимость|baha; nyrh
1348|假日|holiday; day off|праздничный день; выходной|baýram güni; dynç güni
1349|减|reduce; subtract|уменьшать; вычитать|azaltmak; aýyrmak
1350|减轻|lighten; alleviate|облегчать; ослаблять|ýeňilleşdirmek; gowşatmak
1351|减少|decrease; reduce|уменьшать; сокращать|azaltmak; kemeltmek
1352|健身|exercise to keep fit|заниматься физкультурой; поддерживать форму|bedenterbiýe bilen meşgullanmak
1353|健身房|gym; fitness centre|тренажёрный зал|fitnes zaly; türgenleşik zaly
1354|建议|suggest; suggestion; advice|предлагать; совет; предложение|teklip etmek; maslahat
1355|江|large river|большая река|uly derýa
1356|将|will; be going to|будет; собирается (будущее)|geljekde; etjek (geljek zaman)
1357|将来|future; in the future|будущее; в будущем|geljek; geljekde
1358|将要|be about to; will soon|скоро; вот-вот; собирается|tizden; etjek bolmak
1359|奖|prize; award; reward|приз; награда; награждать|baýrak; sylag; sylaglamak
1360|奖金|bonus; prize money|премия; денежный приз|pul baýragy; goşmaça hak
1361|奖学金|scholarship; academic grant|стипендия за достижения; учебный грант|okuw talyp haky; bilim baýragy
1362|降|descend; fall; lower|спускаться; понижаться; снижать|aşak düşmek; peselmek; peseltmek
1363|降低|reduce; lower|понижать; снижать|peseltmek; azaltmak
1364|降价|lower the price|снижать цену; дешеветь|bahany peseltmek; arzanlamak
1365|降落|land; descend|приземляться; снижаться|gonmak; aşak düşmek
1366|降温|cool down; lower the temperature|понижать температуру; холодать|sowamak; temperaturany peseltmek
