number|headword|en|ru|tk
735|刻|quarter of an hour; engrave|четверть часа; вырезать, гравировать|çärýek sagat; oýup ýazmak
736|课本|textbook|учебник|okuw kitaby
737|客人|guest; visitor; customer|гость; посетитель; клиент|myhman; müşderi
738|课文|text in a textbook|учебный текст|okuw teksti
739|空调|air conditioner; air conditioning|кондиционер; кондиционирование|kondisioner; howany sazlamak
740|哭|cry; weep|плакать|aglamak
741|筷子|chopsticks|палочки для еды|nahar iýilýän taýajyklar
742|矿泉水|mineral water|минеральная вода|mineral suw
743|来自|come from; originate from|происходить из; быть родом из|...-dan gelmek; asly ...-dan bolmak
744|蓝|blue|синий; голубой|gök
745|老|old; elderly; familiar prefix before a name|старый; пожилой; дружеский префикс перед именем|garry; köne; atdan öň gelýän ýakynlyk bildirýän goşulma
746|老人|elderly person; the elderly|пожилой человек; старики|garry adam; ýaşuly
747|离开|leave; depart|покидать; уходить|gitmek; terk etmek
748|礼物|gift; present|подарок|sowgat
749|历史|history|история|taryh
750|脸|face|лицо|ýüz
751|练|practise; train|тренироваться; упражняться|maşk etmek; türgenleşmek
752|练习|practise; exercise|упражняться; упражнение|maşk etmek; maşk
753|凉快|pleasantly cool|прохладный; прохладно|salkyn
754|辆|classifier for vehicles|счётное слово для транспортных средств|ulaglaryň san sözi
755|聊|chat; talk|болтать; беседовать|söhbet etmek; gürrüňleşmek
756|聊天儿|chat; have a conversation|болтать; разговаривать|gürrüňdeş bolmak; söhbetdeş bolmak
757|了解|understand; know about|понимать; знать о; знакомиться с|düşünmek; habarly bolmak; tanamak
758|邻居|neighbour|сосед|goňşy
759|留学|study abroad|учиться за границей|daşary ýurtda okamak
760|留学生|international student; student studying abroad|иностранный студент; учащийся за рубежом|daşary ýurtly talyp; daşary ýurtda okaýan talyp
761|楼梯|stairs; staircase|лестница|basgançak; merdiwan
762|路边|roadside|обочина; край дороги|ýoluň gyrasy
763|路口|road junction; intersection|перекрёсток; пересечение дорог|ýol çatrygy
764|马|horse|лошадь|at
765|马路|road; street|дорога; улица|ýol; köçe
766|马上|immediately; right away|сейчас же; немедленно|derrew; häzir
767|满意|satisfied; pleased|довольный; удовлетворённый|kanagatlanan; hoşal
768|毛|hair; fur; mao (one tenth of a yuan)|волос; шерсть; мао (одна десятая юаня)|tüý; ýüň; mao (ýuanyň ondan biri)
769|米|rice; metre|рис; метр|tüwi; metr
770|面前|in front of; before|перед; перед лицом|öňünde
771|明白|understand; clear|понимать; ясный|düşünmek; düşnükli
772|名单|list of names|список имён|atlaryň sanawy
773|名人|famous person; celebrity|знаменитость; известный человек|meşhur adam
774|南|south|юг; южный|günorta
775|难|difficult; hard|трудный; сложный|kyn
776|南方|the south; southern regions|юг; южные районы|günorta; günorta sebitler
777|难过|sad; upset; feel bad|грустить; расстраиваться; тяжело переживать|gynanmak; gamlanmak; özüni erbet duýmak
778|难看|ugly; unpleasant to look at|некрасивый; неприятный на вид|gelşiksiz; görmäge ýakymsyz
779|男人|man; male adult|мужчина|erkek adam
780|男生|male student; boy|ученик; студент; мальчик|oglan okuwçy; oglan talyp
781|难题|difficult problem|трудная задача; сложный вопрос|kyn mesele; kyn sorag
782|难听|unpleasant to hear; offensive|неприятный на слух; обидный|eşitmäge ýakymsyz; gödek
783|年级|school year; grade|класс; год обучения|synp; okuw ýyly
784|年轻|young|молодой|ýaş
785|牛|cow; ox; cattle|корова; бык; крупный рогатый скот|sygyr; öküz; gara mal
786|努力|make an effort; hard-working|стараться; прилагать усилия; усердный|çalyşmak; tagalla etmek; zähmetsöýer
787|女人|woman|женщина|aýal
788|女生|female student; girl|ученица; студентка; девочка|gyz okuwçy; gyz talyp
789|爬|climb; crawl|лезть; взбираться; ползать|dyrmaşmak; emedeklemek
790|怕|fear; be afraid of|бояться; опасаться|gorkmak; çekinmek
791|拍照|take a photograph|фотографировать|surata düşürmek
792|盘子|plate; dish|тарелка; блюдо|tabak
793|胖|fat; plump|толстый; полный|semiz
794|啤酒|beer|пиво|piwo
795|平时|usually; in ordinary times|обычно; в обычное время|adatça; adaty wagtlarda
796|瓶子|bottle|бутылка|çüýşe
797|骑|ride a bicycle or animal|ездить верхом; ездить на велосипеде|at münmek; welosiped sürmek
798|奇怪|strange; odd; find strange|странный; удивляться|geň; geň galmak
799|其实|actually; in fact|на самом деле; в действительности|aslynda; hakykatda
800|其他|other; the others|другой; остальные|başga; beýlekiler
801|起|rise; get up; start|подниматься; вставать; начинаться|turmak; ýokary galmak; başlanmak
802|起飞|take off (an aircraft)|взлетать|uçup howa galmak
803|汽车|car; motor vehicle|автомобиль; машина|awtoulag; maşyn
804|铅笔|pencil|карандаш|galam
805|前年|the year before last|позапрошлый год|öňki ýyldan öňki ýyl
806|前天|the day before yesterday|позавчера|öňňin
807|清楚|clear; distinct; understand clearly|ясный; отчётливый; ясно понимать|düşnükli; aýdyň; anyk bilmek
808|请假|ask for leave|отпрашиваться; просить отпуск|rugsat soramak; işden ýa-da okuwdan rugsat almak
809|请客|treat someone; invite guests|угощать; приглашать в гости|myhman çagyrmak; myhman etmek
810|秋天|autumn|осень|güýz
811|球场|sports field; court|спортивная площадка; поле; корт|sport meýdançasy; top oýnalýan meýdança
812|裙子|skirt|юбка|ýubka
813|然后|then; afterwards|затем; потом|soň; soňra
814|热情|enthusiastic; warm; enthusiasm|душевный; радушный; энтузиазм|mähirli; hyjuwly; yhlas
815|认得|recognise; know by sight|узнавать; знать в лицо|tanamak
816|认为|think; consider; believe|считать; полагать|hasaplamak; pikir etmek
817|认真|serious; conscientious; attentive|серьёзный; добросовестный; внимательный|çynlakaý; yhlasly; ünsli
818|容易|easy; likely to|лёгкий; легко; склонный к|aňsat; ýeňil; aňsatlyk bilen
819|如果|if|если|eger
820|伞|umbrella|зонт|saýawan
821|扫|sweep; scan|мести; подметать; сканировать|süpürmek; skanirlemek
822|沙发|sofa|диван|diwan
823|山|mountain; hill|гора; холм|dag; depe
824|上衣|upper-body garment; jacket; top|верхняя одежда; куртка; верх костюма|bedeniň ýokarky bölegine geýilýän eşik; penjek
825|勺子|spoon|ложка|çemçe
826|身边|at one's side; nearby|рядом с собой; при себе|ýanynda; golaýynda
827|身高|height (of a person)|рост человека|adamyň boýy
828|声|sound; voice; classifier for sounds|звук; голос; счётное слово для звуков|ses; sesleriň san sözi
829|生活|life; live|жизнь; жить|durmuş; ýaşamak
830|生气|be angry; get angry|сердиться; злиться|gaharlanmak
831|声音|sound; voice|звук; голос|ses; owaz
832|市|city; market|город; рынок|şäher; bazar
833|试|try; test|пробовать; испытывать|synap görmek; barlamak
834|室|room|комната; помещение|otag
835|世界|world|мир|dünýä
836|收|receive; collect; put away|получать; собирать; убирать|kabul etmek; ýygnamak; ýerleşdirmek
837|收到|receive; get|получать|almak; kabul etmek
838|受|receive; undergo; suffer|получать; подвергаться; терпеть|almak; başdan geçirmek; sezewar bolmak
839|瘦|thin; slim; lose weight|худой; стройный; худеть|hor; inçe; horlanmak
840|受到|receive; be subjected to|получать; испытывать; подвергаться|almak; duçar bolmak; başdan geçirmek
841|叔叔|uncle; polite address for a man|дядя; вежливое обращение к мужчине|aga; daýy; erkek adama sypaýy ýüzlenme
842|树|tree|дерево|agaç
843|数学|mathematics|математика|matematika
844|刷|brush; scrub; swipe|чистить щёткой; тереть; проводить картой|çotgalamak; sürtmek; karty geçirmek
845|双|pair; double; classifier for pairs|пара; двойной; счётное слово для парных предметов|jübüt; goşa; jübüt zatlaryň san sözi
846|水平|level; standard; horizontal|уровень; стандарт; горизонтальный|dereje; ölçeg; kese
847|司机|driver|водитель|sürüji
848|四季|the four seasons|четыре времени года|dört pasyl
849|太阳|sun|солнце|gün
850|糖|sugar; sweets|сахар; конфеты|şeker; süýji
851|特别|special; especially; particularly|особенный; особенно; очень|aýratyn; esasan-da; örän
852|提高|improve; raise; increase|повышать; улучшать|ýokarlandyrmak; kämilleşdirmek
853|体育|sport; physical education|спорт; физкультура|sport; bedenterbiýe
854|体育馆|gymnasium; sports hall|спортивный зал; спорткомплекс|sport zaly; sport toplumy
855|甜|sweet|сладкий|süýji
856|跳|jump; leap|прыгать; скакать|bökmek
857|听说|hear that; be told|слышать о; слышал, что|eşitmek; eşidişime görä
858|挺|quite; rather; straighten up|довольно; очень; выпрямлять|ep-esli; gaty; dikeltmek
859|同事|colleague; co-worker|коллега; сослуживец|işdeş; kärdeş
860|同意|agree; consent|соглашаться; одобрять|razy bolmak; makullamak
861|头发|hair on the head|волосы на голове|saç
862|突然|sudden; suddenly|внезапный; вдруг|duýdansyz; birden
863|图书馆|library|библиотека|kitaphana
864|腿|leg|нога|aýak
865|外地|another place; out of town|другая местность; другой город|başga ýer; başga şäher
866|外卖|takeaway food; food delivery|еда навынос; доставка еды|alyp gidilýän nahar; nahar eltip bermek
867|外语|foreign language|иностранный язык|daşary ýurt dili
868|完成|complete; finish; accomplish|завершать; выполнять|tamamlamak; ýerine ýetirmek
869|碗|bowl|миска; пиала|käse; jam
870|晚点|be delayed; run late|опаздывать (о транспорте); задерживаться|gijä galmak (ulag barada)
871|晚会|evening party; evening show|вечер; праздничное представление|agşamky şenlik; agşamky tomaşa
872|网球|tennis|теннис|tennis
873|网站|website|веб-сайт|web-saýt
874|忘记|forget|забывать|ýatdan çykarmak; unutmak
875|为|for; for the sake of; on behalf of|для; ради; за; от имени|üçin; hatyrasyna; adyndan
876|为了|in order to; for the sake of|для того чтобы; ради|... üçin; maksady bilen
877|卫生间|toilet; bathroom|туалет; санузел|hajathana; ýuwunylýan otag
878|文化|culture|культура|medeniýet
879|屋子|room; house|комната; дом|otag; jaý
880|西|west|запад; западный|günbatar
881|西北|northwest; Northwest China|северо-запад; Северо-Западный Китай|demirgazyk-günbatar; Hytaýyň demirgazyk-günbatary
882|西方|the west; Western countries|запад; западные страны|günbatar; Günbatar ýurtlary
883|西瓜|watermelon|арбуз|garpyz
884|西南|southwest|юго-запад|günorta-günbatar
885|习惯|habit; be used to|привычка; привыкать|endik; öwrenişmek
886|喜爱|like very much; love|любить; обожать|gowy görmek; halamak
887|洗衣机|washing machine|стиральная машина|kir ýuwujy maşyn
888|洗澡|bathe; take a shower|мыться; принимать душ|ýuwunmak; suwa düşmek
889|夏天|summer|лето|tomus
890|先|first; beforehand|сначала; прежде; сперва|ilki; öňünden
891|香蕉|banana|банан|banan
892|相信|believe; trust|верить; доверять|ynanmak
893|箱子|box; suitcase|ящик; коробка; чемодан|guty; çemodan
894|向|towards; face; to|к; по направлению к; в сторону|tarap; garap; ...-a
895|像|resemble; be like; image|быть похожим; словно; изображение|meňzemek; ýaly; şekil
896|相机|camera|фотоаппарат; камера|fotoapparat; kamera
897|小区|residential area; housing estate|жилой микрорайон; жилой комплекс|ýaşaýyş toplumy; ýaşaýyş etrapçasy
898|小心|be careful; careful|осторожно; быть внимательным|seresap bolmak; ünsli
899|校园|campus; school grounds|кампус; территория школы|okuw mekdebiniň çägi; uniwersitet şäherçesi
900|校长|head teacher; school principal; university president|директор школы; ректор|mekdep müdiri; rektor
901|鞋|shoe; footwear|обувь; туфля|aýakgap
902|心里|in one's heart; in one's mind|в душе; в мыслях|ýüreginde; pikirinde
903|新年|New Year|Новый год|Täze ýyl
904|新闻|news|новости|habarlar
905|新鲜|fresh; new; novel|свежий; новый; необычный|täze; ter; täsin
906|信|letter; believe; trust|письмо; верить; доверие|hat; ynanmak; ynam
907|信用卡|credit card|кредитная карта|kredit karty
908|行|all right; acceptable; can do; go|можно; годится; идти; действовать|bolýar; ýaraýar; ýöremek; başarmak
909|行李|luggage; baggage|багаж|goş; ýol goşlary
910|兴趣|interest|интерес; увлечение|gyzyklanma; höwes
